,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object1.heading,point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object1.velocity[0],point.objects.object1.velocity[1],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object2.heading,point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object2.velocity[0],point.objects.object2.velocity[1],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.objects.object3.heading,point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.velocity[0],point.objects.object3.velocity[1],point.params.inter_vehicle_distance,point.params.random_t1,point.params.random_t2,point.params.random_t3,point.params.random_t4,point.params.random_thr_br1,point.params.random_thr_br2,point.params.weather,rho
0,0.18300782820709982,0.12589850287294424,0.12589850287294424,0.7420709967536028,0.7172751298858877,0.7172751298858877,-1.5703924403491738,-109.82804505424023,-48.87,0.0,0.0,0.9381051960770607,0.923566991578377,0.923566991578377,-1.5703924403491738,-119.65609010848047,-48.87,0.0,0.0,0.654706920292356,0.654706920292356,0.654706920292356,-1.5703924403491738,-129.48413516272072,-48.87,0.0,0.0,9.82804505424024,13.747865075127025,28.909531714793623,38.844932493077984,44.44281791916893,0.09877066947550099,0.3495126102480288,10,-0.16404721770226338
1,0.9685690810163367,0.9685690810163367,0.9685690810163367,0.8465397518582543,0.661070324925777,0.661070324925777,-1.5703924403491738,-109.40989850165418,-48.87,0.0,0.0,0.8554475848997012,0.7810661235190736,0.771387260928232,-1.5703924403491738,-118.81979700330837,-48.87,0.0,0.0,0.21113719619652419,0.1677596240987035,0.16579803619118746,-1.5703924403491738,-128.22969550496256,-48.87,0.0,0.0,9.409898501654187,18.75502302542091,24.377784346920688,31.22616319657525,47.3849068129708,0.4348955150932385,0.07124594029389861,0,-0.24468993494170377
2,0.747597327302526,0.4365048785889476,0.23668790711840337,0.141539251495391,0.141539251495391,0.141539251495391,-1.5703924403491738,-107.88495565888347,-48.87,0.0,0.0,0.9861358829099842,0.9861358829099842,0.9861358829099842,-1.5703924403491738,-115.76991131776694,-48.87,0.0,0.0,0.6199071392770321,0.49572197777629456,0.42398114556358824,-1.5703924403491738,-123.65486697665041,-48.87,0.0,0.0,7.884955658883464,16.57721890027917,26.24810535419655,31.333830849148878,45.178407199387145,0.7662100836937958,0.3621974077683333,4,-0.23846435516924824
3,0.44023949842374166,0.3644988643332323,0.3644988643332323,0.8183979457319195,0.3958734215533439,0.34219753801102293,-1.5703924403491738,-107.12332593102347,-48.87,0.0,0.0,0.6523363775138469,0.60919421974584,0.60919421974584,-1.5703924403491738,-114.24665186204695,-48.87,0.0,0.0,0.36916681611616964,0.36916681611616964,0.36916681611616964,-1.5703924403491738,-121.36997779307042,-48.87,0.0,0.0,7.123325931023477,10.220027000731704,27.44520140925222,33.87223223106143,49.58220643275151,0.32705086259010063,0.8284103650023574,5,-0.23707579613016083
4,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,-1.5703924403491738,-112.19584234599763,-48.87,0.0,0.0,0.4428985357032368,0.4115135604092489,0.4115135604092489,-1.5703924403491738,-124.39168469199527,-48.87,0.0,0.0,0.47023257969930843,0.4165066572014897,0.4165066572014897,-1.5703924403491738,-136.58752703799288,-48.87,0.0,0.0,12.19584234599763,18.589603673852945,29.935965590332508,34.853755536476704,47.39211703447259,0.44362191745001756,0.04696406034031018,9,-0.25442486208175463
5,0.7776104055020081,0.4530669565459248,0.45181151707945344,0.061144361792364994,0.050467121729086066,0.050467121729086066,-1.5703924403491738,-110.69337122922357,-48.87,0.0,0.0,0.2688022651556846,0.6385274729865016,0.7166812982343621,-1.5703924403491738,-121.38674245844715,-48.87,0.0,0.0,0.9999999999999999,0.9999999999999999,1.0,-1.5703924403491738,-132.08011368767072,-48.87,0.0,0.0,10.693371229223567,12.412840627902291,28.044714452582355,32.99192020633985,43.29937077736626,0.3773826452982297,0.002068517409050741,11,-0.24365233514523332
6,0.6383229813591992,0.5987954761223699,0.5808344088315628,0.16198001682706858,0.13740824914677635,0.13740824914677635,-1.5703924403491738,-110.58686199079006,-48.87,0.0,0.0,0.17275290108430275,0.15885321119593726,0.15885321119593726,-1.5703924403491738,-121.17372398158011,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-131.76058597237017,-48.87,0.0,0.0,10.586861990790062,14.25707129739127,27.838024292534058,38.35904282261686,42.38678456128577,0.06874075235712196,0.8452686944580116,6,-0.23468016764463417
7,0.9341174420692593,0.9341174420692593,0.9341174420692593,0.9694088347549681,0.9626661875665028,0.9626661875665028,-1.5703924403491738,-107.38078057637851,-48.87,0.0,0.0,0.6593996932208159,0.8607695631940621,0.1822259145511399,-1.5703924403491738,-114.76156115275703,-48.87,0.0,0.0,0.7955423830750692,0.7716454560924976,0.7287011131387253,-1.5703924403491738,-122.14234172913554,-48.87,0.0,0.0,7.380780576378519,11.041449585563807,21.402938045728877,33.89330588207719,44.864794478968946,0.7306518693786803,0.3910693601139748,8,-0.23956298296081258
8,0.7570678988122629,0.7570678988122629,0.7570678988122629,0.8129858727521199,0.7990318765379577,0.7642910354017781,-1.5703924403491738,-108.6188311659152,-48.87,0.0,0.0,0.4254059396947284,0.4254059396947284,0.4254059396947284,-1.5703924403491738,-117.23766233183039,-48.87,0.0,0.0,0.8143776543249379,0.7656881931882484,0.3943541015811072,-1.5703924403491738,-125.85649349774559,-48.87,0.0,0.0,8.61883116591519,16.49201652870126,24.929675751402385,33.301706921836896,47.808257009636876,0.19329913927745054,0.34878729374592216,5,-0.23782348136409492
9,0.2643738614507393,0.2643738614507393,0.2643738614507393,0.8324740531771452,0.785562378754079,0.785562378754079,-1.5703924403491738,-108.99014620444905,-48.87,0.0,0.0,0.6843152286907802,0.7144562036794188,0.6493028150263985,-1.5703924403491738,-117.9802924088981,-48.87,0.0,0.0,0.3222663763419808,0.3117594797468729,0.549722891089836,-1.5703924403491738,-126.97043861334714,-48.87,0.0,0.0,8.990146204449044,19.793338232910322,21.87515498830386,33.30997528060951,41.73679760618193,0.5821881329696977,0.1665525834377862,13,-0.24475097518541933
10,0.41676983938026907,0.40308647232642164,0.39987322292554434,0.5269820630965588,0.5222872700480965,0.5132824238726442,-1.5703924403491738,-108.92114579276561,-48.87,0.0,0.0,0.8924119142652057,0.7094345752508824,0.3862184314945193,-1.5703924403491738,-117.84229158553123,-48.87,0.0,0.0,0.684874052215284,0.684874052215284,0.684874052215284,-1.5703924403491738,-126.76343737829684,-48.87,0.0,0.0,8.921145792765614,16.005649156213728,27.288103381015212,33.717893623209726,42.524693878141974,0.1380071274141001,0.7883131826427557,8,-0.24046318877618234
