,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object1.heading,point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object1.velocity[0],point.objects.object1.velocity[1],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object2.heading,point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object2.velocity[0],point.objects.object2.velocity[1],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.objects.object3.heading,point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.velocity[0],point.objects.object3.velocity[1],point.params.inter_vehicle_distance,point.params.random_t1,point.params.random_t2,point.params.random_t3,point.params.random_t4,point.params.random_thr_br1,point.params.random_thr_br2,point.params.weather,rho,rho_0,rho_1
0,0.3925929957500931,0.4851066662896596,0.7138275221818331,0.9900142159877091,0.9898431555284074,0.9897821508592076,-1.5703924403491738,-110.0603930403724,-48.87,0.0,0.0,0.6446318435443623,0.594095525787836,0.594095525787836,-1.5703924403491738,-120.12078608074481,-48.87,0.0,0.0,0.21701754442405657,0.21701754442405657,0.21701754442405657,-1.5703924403491738,-130.18117912111722,-48.87,0.0,0.0,10.060393040372409,16.10135682278898,21.67952193160645,31.94720268463572,46.403380732788605,0.31622895192863976,0.016051807520809126,2,-0.24999993499736117,-0.4245300297810868,-0.22033688672854534
1,0.8078458074928416,0.5364281152512318,0.5364281152512318,0.4832252857611205,0.25804760393860554,0.25804760393860554,-1.5703924403491738,-111.00992890284229,-48.87,0.0,0.0,0.9732268728246946,0.9458183594989081,0.8897084717624334,-1.5703924403491738,-122.01985780568458,-48.87,0.0,0.0,0.2517485283538462,0.5688769425163932,0.29838474029876616,-1.5703924403491738,-133.02978670852687,-48.87,0.0,0.0,11.009928902842287,17.575207879087984,22.77727576732595,31.489317026059563,47.49983272150818,0.39467006715677605,0.014818689215631653,2,-0.2383422846046308,-1.3731079139968125,0.9519348154115281
2,0.8110286870423438,0.7872849114421028,0.4052142706676327,0.7747344380819687,0.7721807343727674,0.7679670368284539,-1.5703924403491738,-111.23251293844925,-48.87,0.0,0.0,0.7165109405057304,0.5081616180791713,0.5081616180791713,-1.5703924403491738,-122.4650258768985,-48.87,0.0,0.0,0.5519082455328245,0.5519082455328245,0.5519082455328245,-1.5703924403491738,-133.69753881534774,-48.87,0.0,0.0,11.232512938449243,16.614028548996078,22.159839499085773,32.24376594324116,47.112255612440045,0.3702079710582267,0.02942445892501635,5,-0.02359008786723127,-1.6914062993323684,1.1385192872053835
3,0.8536366256327117,0.8536366256327117,0.8536366256327117,0.7915450859019373,0.7915450859019373,0.7915450859019373,-1.5703924403491738,-109.30222865242817,-48.87,0.0,0.0,0.9445392833896993,0.9352476710744275,0.9352476710744275,-1.5703924403491738,-118.60445730485634,-48.87,0.0,0.0,0.7765211234318787,0.7097907521737783,0.6640972457544341,-1.5703924403491738,-127.90668595728451,-48.87,0.0,0.0,9.302228652428173,16.534008170758188,22.243180416785282,31.832347144014054,46.81932331330515,0.334880145441924,0.17824936903609198,1,-0.19482421867580424,-1.137054443359375,0.484802246099056
4,0.39118393143979235,0.3242779429964917,0.3242779429964917,0.9946686622836123,0.9946686622836123,0.9946686622836123,-1.5703924403491738,-110.6216312986391,-48.87,0.0,0.0,0.9999999999999999,1.0,1.0,-1.5703924403491738,-121.2432625972782,-48.87,0.0,0.0,0.73696940604229,0.73696940604229,0.73696940604229,-1.5703924403491738,-131.8648938959173,-48.87,0.0,0.0,10.6216312986391,17.557908582506556,21.232889413180533,31.209698915992345,48.16624735790626,0.2775792035596485,0.03078063362668777,5,-0.03875731618787004,-1.0967102054230242,0.5498352065058283
5,0.5047173964374108,0.5047173964374108,0.5047173964374108,0.26099723933487845,0.26099723933487845,0.26099723933487845,-1.5703924403491738,-109.11073284397814,-48.87,0.0,0.0,0.6483581174529014,0.5076028446039473,0.5076028446039473,-1.5703924403491738,-118.22146568795628,-48.87,0.0,0.0,0.9880459383525597,0.9873694116772509,0.9873694116772509,-1.5703924403491738,-127.33219853193442,-48.87,0.0,0.0,9.110732843978141,17.958730332611704,21.882544390259845,31.973823662229357,47.85940253836418,0.20533489990125844,0.11756311457675898,10,-0.23736572263180644,-0.46188354505508844,-0.24548339519933116
6,0.9368929541048674,0.9368929541048674,0.9368929541048674,0.8221016124681826,0.36216400949561206,0.3219304885041514,-1.5703924403491738,-110.04717658141107,-48.87,0.0,0.0,0.8923105613201465,0.8923105613201465,0.8923105613201465,-1.5703924403491738,-120.09435316282213,-48.87,0.0,0.0,0.8921999928508919,0.8896445853394592,0.8553699185712056,-1.5703924403491738,-130.1415297442332,-48.87,0.0,0.0,10.047176581411073,16.694089066272376,21.64963719260152,31.81190582826955,46.64430048643034,0.2348409740928851,0.06506129696348872,12,-0.21905517548296416,-0.8517761269461017,-0.2371520988699931
7,0.9850117050472967,0.9850117050472967,0.9850117050472967,0.8842935974446664,0.8724414791817727,0.5539416368305374,-1.5703924403491738,-111.19767573278243,-48.87,0.0,0.0,0.8402763981626163,0.8402763981626163,0.8402763981626163,-1.5703924403491738,-122.39535146556486,-48.87,0.0,0.0,0.8185171825671098,0.7946619956430537,0.7896727631596812,-1.5703924403491738,-133.59302719834727,-48.87,0.0,0.0,11.197675732782429,17.206579126303495,21.34917082823385,31.489206111261936,47.68198962733317,0.35847478682774386,0.03789221561265419,0,-0.24819943972509861,-1.7174377457046859,0.7674255373225787
8,0.05112081418440561,0.04371926844596358,0.043534159195222306,0.8293898424664977,0.8101673813845699,0.7872816825977765,-1.5703924403491738,-109.78029392077829,-48.87,0.0,0.0,0.4595833969777616,0.6010954761666228,0.7462888524135509,-1.5703924403491738,-119.56058784155658,-48.87,0.0,0.0,0.8625082797336439,0.8625082797336439,0.8625082797336439,-1.5703924403491738,-129.34088176233487,-48.87,0.0,0.0,9.780293920778284,17.614841364019263,21.871281768754212,31.24471397614845,47.22729834236704,0.3125122227485623,0.12460957897464664,12,-0.23690795560997202,-1.1873168948322927,0.3385314943709572
9,0.8908885416461358,0.8878302095263567,0.8800832924747914,0.7760061222102741,0.7965223786235069,0.6154029495115168,-1.5703924403491738,-109.5777702945839,-48.87,0.0,0.0,0.6822261107030483,0.6822261107030483,0.6822261107030483,-1.5703924403491738,-119.1555405891678,-48.87,0.0,0.0,0.4923899095853694,0.4923899095853694,0.4923899095853694,-1.5703924403491738,-128.7333108837517,-48.87,0.0,0.0,9.5777702945839,17.42488629601272,22.455582326784796,32.41257538512543,46.41573686205997,0.37134882238967215,0.12665790805349214,5,-0.18817128292227903,-0.9719848633007437,0.14218139676170605
