,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object1.heading,point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object1.velocity[0],point.objects.object1.velocity[1],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object2.heading,point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object2.velocity[0],point.objects.object2.velocity[1],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.objects.object3.heading,point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.velocity[0],point.objects.object3.velocity[1],point.params.amplitude_acc,point.params.attack_time,point.params.frequency,point.params.inter_vehicle_distance,point.params.weather,rho
0,0.9917817529845667,0.9901552266379733,0.9895720903831262,0.35850879709948014,0.325315038271793,0.311497621287142,-1.5703924403491738,-110.01903697179601,-48.87,0.0,0.0,0.903122829375642,0.903122829375642,0.903122829375642,-1.5703924403491738,-120.03807394359202,-48.87,0.0,0.0,0.351025716958578,0.351025716958578,0.351025716958578,-1.5703924403491738,-130.05711091538802,-48.87,0.0,0.0,0.365434149773099,6.240830388866636,6.620580152379367,10.019036971796009,2,-0.23934553788082358
1,0.7305843971000351,0.6965348950815706,0.6869009130916944,0.8537559347289867,0.16953029378838336,0.16953029378838336,-1.5703924403491738,-108.69820664644995,-48.87,0.0,0.0,0.7409479853288148,0.7260317091039179,0.7205857705503382,-1.5703924403491738,-117.3964132928999,-48.87,0.0,0.0,0.694889017771493,0.6313397588171377,0.6313397588171377,-1.5703924403491738,-126.09461993934984,-48.87,0.0,0.0,0.9685846366988452,7.04585889482035,2.482992293381483,8.698206646449941,0,-0.23874909022601365
2,0.19671988397305548,0.14540951370066538,0.14540951370066538,0.875866307147575,0.8774463331019755,0.8460000240603109,-1.5703924403491738,-109.70018015581319,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-119.40036031162637,-48.87,0.0,0.0,0.2257575252663958,0.4271249960889138,0.5902951814223465,-1.5703924403491738,-129.10054046743957,-48.87,0.0,0.0,0.29468878180831115,9.448298673316485,5.1370700113661485,9.700180155813188,0,-0.23930641819848208
3,0.7458147575715641,0.6121706219563149,0.6027930411518174,0.0,0.0,0.0,-1.5703924403491738,-111.36195901763116,-48.87,0.0,0.0,0.28436832362864506,0.238957039371947,0.238957039371947,-1.5703924403491738,-122.72391803526233,-48.87,0.0,0.0,0.9165070575991454,0.8822204473301818,0.8822204473301818,-1.5703924403491738,-134.0858770528935,-48.87,0.0,0.0,0.01304391578148767,9.729532874880919,3.4621694741183635,11.361959017631168,0,-0.19940082438184437
4,0.09220682855242267,0.07636983997311973,0.07636983997311973,0.8907948373950602,0.8907948373950602,0.8907948373950602,-1.5703924403491738,-107.38507398144148,-48.87,0.0,0.0,0.6903469504629794,0.6521207006191339,0.5501318349568426,-1.5703924403491738,-114.77014796288296,-48.87,0.0,0.0,0.45474139017876314,0.45474139017876314,0.45474139017876314,-1.5703924403491738,-122.15522194432444,-48.87,0.0,0.0,0.38405949102339215,2.894061465238556,8.728925888689986,7.385073981441473,6,-0.08180248364467158
5,1.0,1.0,1.0,0.21490603513855636,0.18858706166316,0.18858706166316,-1.5703924403491738,-110.15479600090487,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-120.30959200180973,-48.87,0.0,0.0,0.7814219327597272,0.6825570035977726,0.6825570035977726,-1.5703924403491738,-130.4643880027146,-48.87,0.0,0.0,0.12980320723118788,9.87555674956188,5.350184817372574,10.154796000904861,8,-0.24555955373157623
6,0.16837136880465953,0.16837136880465953,0.16837136880465953,0.8986460481425302,0.8986460481425302,0.8986460481425302,-1.5703924403491738,-109.20215972516449,-48.87,0.0,0.0,0.3656959223469465,0.3656959223469465,0.3656959223469465,-1.5703924403491738,-118.40431945032898,-48.87,0.0,0.0,0.7798405265099949,0.7798405265099949,0.7798405265099949,-1.5703924403491738,-127.60647917549348,-48.87,0.0,0.0,0.27587477516720044,6.728105495852901,9.268195739347616,9.202159725164496,2,-0.24250983086925526
7,0.5997971259484115,0.5672996649879506,0.5440684453126433,0.18913983169367887,0.5799041328407822,0.27678720656931954,-1.5703924403491738,-111.14583462461593,-48.87,0.0,0.0,0.26949180224430436,0.2588556884508688,0.2588556884508688,-1.5703924403491738,-122.29166924923186,-48.87,0.0,0.0,0.9429214288554643,0.9429214288554643,0.9429214288554643,-1.5703924403491738,-133.4375038738478,-48.87,0.0,0.0,0.29834942946070353,6.213901682773791,9.193164167170305,11.145834624615922,4,-0.2539253218168396
8,1.0,1.0,1.0,0.7925594759117851,0.728726481670542,0.6687972958319022,-1.5703924403491738,-110.28981262049386,-48.87,0.0,0.0,0.7964513306555048,0.7664437872005498,0.7664437872005498,-1.5703924403491738,-120.57962524098772,-48.87,0.0,0.0,0.8788697393134226,0.8788697393134226,0.8788697393134226,-1.5703924403491738,-130.86943786148157,-48.87,0.0,0.0,0.08554050933062567,7.163476291678691,2.3380467819895676,10.289812620493858,9,-0.2387599888205365
9,0.6447526044008189,0.6447526044008189,0.6447526044008189,0.2669699560969426,0.2669699560969426,0.2669699560969426,-1.5703924403491738,-108.71163020529956,-48.87,0.0,0.0,0.5113615197124862,0.5113615197124862,0.5113615197124862,-1.5703924403491738,-117.42326041059911,-48.87,0.0,0.0,0.5022466837253992,0.5022466837253992,0.5022466837253992,-1.5703924403491738,-126.13489061589867,-48.87,0.0,0.0,0.6620747580957214,4.854571778201327,3.9201637552232267,8.711630205299553,8,-0.2372129612698881
10,0.8213855660124038,0.8548273207562747,0.8122438999194772,0.5862046208588813,0.5862046208588813,0.5862046208588813,-1.5703924403491738,-110.86236929966871,-48.87,0.0,0.0,0.44435271355279454,0.3520576710617785,0.3520576710617785,-1.5703924403491738,-121.72473859933743,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-132.58710789900616,-48.87,0.0,0.0,0.17552455795823987,6.429475532819998,8.374874187137145,10.862369299668718,4,-0.2409744042537243
11,0.36040413217959844,0.44951435736058054,0.5994716232563941,0.7395616352880207,0.7062959852819265,0.6324191640078497,-1.5703924403491738,-110.20387368797407,-48.87,0.0,0.0,0.8323141505974312,0.8323141505974312,0.8323141505974312,-1.5703924403491738,-120.40774737594813,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-130.6116210639222,-48.87,0.0,0.0,0.4749464048149944,8.866798555906598,3.984546126305596,10.20387368797407,5,-0.24183185638198168
12,0.907012268109022,0.907012268109022,0.907012268109022,0.36279332810422654,0.3218656965386522,0.3218656965386522,-1.5703924403491738,-109.5688636259492,-48.87,0.0,0.0,0.7023768951133702,0.7048229990473797,0.6561196947984177,-1.5703924403491738,-119.13772725189841,-48.87,0.0,0.0,0.8227706335105569,0.7456613001005955,0.6340419691592527,-1.5703924403491738,-128.70659087784762,-48.87,0.0,0.0,0.3040439602838435,6.179220478707743,6.816903393034303,9.568863625949213,10,-0.24092849236700076
13,0.8819088271953421,0.8819088271953421,0.8819088271953421,0.8018954823720753,0.7766656753104809,0.7763360524712638,-1.5703924403491738,-107.12845972561506,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-114.25691945123012,-48.87,0.0,0.0,0.13775612602233328,0.13063702709102903,0.13063702709102903,-1.5703924403491738,-121.38537917684518,-48.87,0.0,0.0,0.7848161382018208,0.2543067446950309,2.997404869445872,7.128459725615053,7,-0.13463615429145026
14,0.5160058697247932,0.5160058697247932,0.5160058697247932,0.6470828407627545,0.6403887889718474,0.6403887889718474,-1.5703924403491738,-109.84330309835957,-48.87,0.0,0.0,0.9863014219930606,0.9870093150479269,0.9831467545588559,-1.5703924403491738,-119.68660619671914,-48.87,0.0,0.0,0.849433129574995,0.849433129574995,0.849433129574995,-1.5703924403491738,-129.5299092950787,-48.87,0.0,0.0,0.5241017836523478,6.953850541037601,9.473580449346032,9.843303098359568,5,-0.10564609295010463
15,0.8397021822761077,0.8376831846483931,0.8356030598238042,0.2918167073423128,0.620706950425204,0.4180816143594128,-1.5703924403491738,-108.97637637636345,-48.87,0.0,0.0,0.11914642090563854,0.30967942856144326,0.4864475632103604,-1.5703924403491738,-117.9527527527269,-48.87,0.0,0.0,0.7626993361671623,0.4200996916303317,0.4200996916303317,-1.5703924403491738,-126.92912912909034,-48.87,0.0,0.0,0.49723842774746235,7.369888246130815,9.38388751253026,8.97637637636345,6,-0.24328990736642542
16,0.9656771565633675,0.9656771565633675,0.9656771565633675,0.9349596133307637,0.9376427902275891,0.9318053033539598,-1.5703924403491738,-108.93118417045152,-48.87,0.0,0.0,0.7201874354606987,0.7176709119680965,0.7172507804541466,-1.5703924403491738,-117.86236834090303,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-126.79355251135455,-48.87,0.0,0.0,0.28272965407119516,6.150613615556743,9.867804230960289,8.93118417045152,4,-0.24386533626636986
17,0.7651457114335056,0.7516790722034319,0.518104720514023,0.728040258032207,0.47951887500893753,0.40897219049282607,-1.5703924403491738,-110.56755575278778,-48.87,0.0,0.0,0.932721486262618,0.932721486262618,0.932721486262618,-1.5703924403491738,-121.13511150557557,-48.87,0.0,0.0,0.5345385793228422,0.45742143241997735,0.4311017817573374,-1.5703924403491738,-131.70266725836336,-48.87,0.0,0.0,0.21158317853446476,6.405327383538095,3.9845297622899767,10.567555752787785,4,-0.25463266632637005
18,0.5025882999530903,0.24958305586823204,0.20444426165995278,0.86317610282565,0.8522088266523778,0.8451585147345105,-1.5703924403491738,-107.58692526326455,-48.87,0.0,0.0,0.9188801922826925,0.8995532051265552,0.8995532051265552,-1.5703924403491738,-115.1738505265291,-48.87,0.0,0.0,0.9032786047984557,0.8918579784077644,0.8918579784077644,-1.5703924403491738,-122.76077578979364,-48.87,0.0,0.0,0.929329061079182,7.558621351955219,5.181698621684154,7.58692526326455,7,-0.06352615609920598
