,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object1.heading,point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object1.velocity[0],point.objects.object1.velocity[1],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object2.heading,point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object2.velocity[0],point.objects.object2.velocity[1],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.objects.object3.heading,point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.velocity[0],point.objects.object3.velocity[1],point.params.EGO_BRAKING_THRESHOLD,point.params.inter_vehicle_distance,point.params.random_t1,point.params.random_t2,point.params.random_t3,point.params.random_t4,point.params.random_thr_br1,point.params.random_thr_br2,point.params.weather,rho,rho_0,rho_1
0,0.5838131350709682,0.5838131350709682,0.5838131350709682,0.7594240683480091,0.45207037422232854,0.4104851510493388,-1.5703924403491738,-107.31812758004062,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-114.63625516008125,-48.87,0.0,0.0,0.873839713425307,0.873839713425307,0.873839713425307,-1.5703924403491738,-121.95438274012187,-48.87,0.0,0.0,10.609879435888041,7.318127580040621,12.708555249723293,27.662867444041538,32.53258566735048,47.871866300897274,0.05025312875836492,0.8801121340307718,5,-0.23886215254253962,0.24655457938915593,-0.24127465125994085
1,0.8328134283159898,0.8328134283159898,0.8328134283159898,0.2103829386240602,0.19816892780066866,0.19056891995588104,-1.5703924403491738,-107.7883667210056,-48.87,0.0,0.0,0.2488464303204178,0.2488464303204178,0.2488464303204178,-1.5703924403491738,-115.5767334420112,-48.87,0.0,0.0,0.8361343899338802,0.7772014359960326,0.6377670193373817,-1.5703924403491738,-123.3651001630168,-48.87,0.0,0.0,13.669273812376291,7.788366721005599,12.125242806710965,27.326874742901765,32.742640288815394,46.30804704512411,0.32491738891985056,0.13744181372837844,10,-0.24011230434356534,0.23829650790892565,-0.23992917094687805
2,0.8254144585795402,0.822903817669168,0.582397091495108,0.757972839058221,0.35752784890140554,0.35752784890140554,-1.5703924403491738,-129.3168813416805,-48.87,0.0,0.0,0.9649072757819672,0.9600057345963038,0.9600057345963038,-1.5703924403491738,-158.633762683361,-48.87,0.0,0.0,0.3827336709942819,0.34858120332018655,0.32148449507582755,-1.5703924403491738,-187.9506440250415,-48.87,0.0,0.0,7.506052041060514,29.31688134168051,10.554592028286518,22.840117776348805,35.43108194829211,48.3599340815585,0.46525102668669005,0.05899786390876891,0,18.15396118173144,-20.019805908204287,19.333404541102038
3,0.6310143778037952,0.5762864500380306,0.5717497728667561,0.20875133722050818,0.19538598429779666,0.19538598429779666,-1.5703924403491738,-125.61324711866712,-48.87,0.0,0.0,0.7554006522739275,0.3587182492808715,0.3587182492808715,-1.5703924403491738,-151.22649423733424,-48.87,0.0,0.0,0.06742088405780249,0.06336224652671146,0.058313327806086515,-1.5703924403491738,-176.83974135600135,-48.87,0.0,0.0,7.774588072871774,25.613247118667122,18.129689719526766,29.149850172174347,35.480886005035885,41.052410168936646,0.6519696348810186,0.9012801132175559,9,19.016571044941266,-20.43463134766655,20.354400634768208
4,1.0,1.0,1.0,0.33181285006266087,0.33181285006266087,0.33181285006266087,-1.5703924403491738,-124.19475703774802,-48.87,0.0,0.0,0.7941120066735197,0.23544693578830667,0.23544693578830667,-1.5703924403491738,-148.38951407549604,-48.87,0.0,0.0,0.2839427247256948,0.37345307656108323,0.6203975668924385,-1.5703924403491738,-172.58427111324406,-48.87,0.0,0.0,8.091715288630906,24.194757037748012,12.35169259995203,28.387644373512366,38.850717166008415,42.718780106423765,0.23623623410023303,0.6178401739139241,9,15.274328232414792,-16.550994874222116,16.023300171036873
5,0.44949159335928235,0.4202000711496068,0.387217608918885,0.6654769670713061,0.6407433630446455,0.6368479928874773,-1.5703924403491738,-123.14809992646757,-48.87,0.0,0.0,0.902321785725845,0.902321785725845,0.902321785725845,-1.5703924403491738,-146.29619985293513,-48.87,0.0,0.0,0.24082373389814962,0.24082373389814962,0.24082373389814962,-1.5703924403491738,-169.4442997794027,-48.87,0.0,0.0,10.208532131368518,23.14809992646757,14.208694580355598,23.795676654886716,32.829636402012845,49.757165517019764,0.8984395713593344,0.7751385811168274,6,18.00701904301429,-18.148101806640625,18.139678955098248
6,0.9017472707219609,0.9013588982091449,0.8986881615136388,0.8944678414959709,0.8944678414959709,0.8944678414959709,-1.5703924403491738,-127.70146853495866,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-155.40293706991733,-48.87,0.0,0.0,0.627908143056848,0.627908143056848,0.627908143056848,-1.5703924403491738,-183.10440560487598,-48.87,0.0,0.0,7.375036901051425,27.70146853495866,16.841319776638997,29.949057892001296,35.72273621846614,48.97316364428379,0.7245970417384964,0.23451807323083837,4,15.415832519896192,-22.701461791992188,16.88305664073273
7,0.7545904949101677,0.4151671282893733,0.4151671282893733,0.8073530469942551,0.6865275563222099,0.6682590863128737,-1.5703924403491738,-117.78520056686801,-48.87,0.0,0.0,0.07135899588455508,0.07135899588455508,0.07135899588455508,-1.5703924403491738,-135.57040113373603,-48.87,0.0,0.0,0.8948891652021962,0.379386684741253,0.13512147393602314,-1.5703924403491738,-153.35560170060404,-48.87,0.0,0.0,12.752105122988052,17.785200566868006,17.59575539388487,22.363385570938625,34.425068778881595,43.67531486259911,0.6737957639944422,0.7782503964688988,4,11.26672363281429,-11.61642456084288,11.362579345739142
8,0.7330275253114589,0.27281625161985956,0.27281625161985956,0.718080860322897,0.3854302578128128,0.3854302578128128,-1.5703924403491738,-123.718398051134,-48.87,0.0,0.0,0.8145670800219251,0.8300112457388278,0.5715180983520747,-1.5703924403491738,-147.436796102268,-48.87,0.0,0.0,0.5387818038241997,0.5387818038241997,0.5387818038241997,-1.5703924403491738,-171.155194153402,-48.87,0.0,0.0,12.547157611585682,23.718398051134,19.861095865723417,27.10788890361985,37.88116741648826,48.752073520499074,0.3215338738567408,0.16603783595436736,13,14.13861083984413,-15.449401855470175,14.73229980469672
9,0.8784222272360712,0.8784222272360712,0.8784222272360712,0.19559629169557793,0.19559629169557793,0.19559629169557793,-1.5703924403491738,-113.73332255900795,-48.87,0.0,0.0,0.6972005481233011,0.6853436409268954,0.6591542987741809,-1.5703924403491738,-127.46664511801589,-48.87,0.0,0.0,0.8218388237978667,0.30168407866385794,0.30168407866385794,-1.5703924403491738,-141.19996767702384,-48.87,0.0,0.0,7.24228827333836,13.733322559007952,11.529161157838224,25.88700445331214,37.324749712353885,41.70078293141698,0.3193090609794514,0.507314414584469,12,6.0174331699274415,-6.814659118657886,6.43216705582954
