,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object1.heading,point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object1.velocity[0],point.objects.object1.velocity[1],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object2.heading,point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object2.velocity[0],point.objects.object2.velocity[1],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.objects.object3.heading,point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.velocity[0],point.objects.object3.velocity[1],point.params.amplitude_acc,point.params.attack_time,point.params.frequency,point.params.inter_vehicle_distance,point.params.weather,rho,rho_0,rho_1
0,0.6955826361544005,0.6955826361544005,0.6955826361544005,0.6546083248072339,0.6546083248072339,0.6546083248072339,-1.5703924403491738,-108.62492854197681,-48.87,0.0,0.0,0.0371024038092462,0.030901001833238385,0.030901001833238385,-1.5703924403491738,-117.24985708395363,-48.87,0.0,0.0,0.6348208412569056,0.6348208412569056,0.6348208412569056,-1.5703924403491738,-125.87478562593044,-48.87,0.0,0.0,0.32922619412432835,3.8500690168317684,6.495703603076805,8.624928541976816,2,-0.24784808551493054,-0.9218331213879303,-0.23886871181403002
1,0.6974475817732937,0.6974475817732937,0.6974475817732937,0.5501813977112264,0.5501813977112264,0.5501813977112264,-1.5703924403491738,-108.89364270658542,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-117.78728541317085,-48.87,0.0,0.0,0.7891771723693006,0.74812783903234,0.74812783903234,-1.5703924403491738,-126.68092811975627,-48.87,0.0,0.0,0.23444228093607614,3.4879782854056076,7.381561171575338,8.893642706585423,0,-0.23674703745045278,-1.1876755624319477,1.0114059448242188
2,0.5070692482159058,0.5575631920525821,0.21380661574116822,0.31286928984021867,0.5570843668054215,0.5659059212303952,-1.5703924403491738,-112.83852224735944,-48.87,0.0,0.0,0.23452155189443513,0.4270875636764447,0.5224451595438654,-1.5703924403491738,-125.67704449471887,-48.87,0.0,0.0,0.22270925800826935,0.4649459125069259,0.7202339979432754,-1.5703924403491738,-138.5155667420783,-48.87,0.0,0.0,0.9696456996744726,7.0447489161140915,1.4723693801760662,12.838522247359442,11,-0.21662521216127661,-0.6178055063421697,1.5892295838296766
3,0.7695738279381863,0.7695738279381863,0.7695738279381863,0.3395100055821121,0.2204920069160312,0.5886076714822864,-1.5703924403491738,-108.80475855627753,-48.87,0.0,0.0,0.06094189827210638,0.053230906807159646,0.053230906807159646,-1.5703924403491738,-117.60951711255507,-48.87,0.0,0.0,0.8712665283626957,0.5123114779337644,0.5117175110820493,-1.5703924403491738,-126.4142756688326,-48.87,0.0,0.0,0.3484907404933253,2.9389155663922404,7.070846890418556,8.804758556277536,3,-0.12287134161476754,-1.0378342810562486,-0.24941217038550523
4,0.8425171916520742,0.4815410168107027,0.3100535946197307,0.7389215041245998,0.8441062258993703,0.6583971123632606,-1.5703924403491738,-109.42934730571324,-48.87,0.0,0.0,0.15815914302456874,0.15815914302456874,0.15815914302456874,-1.5703924403491738,-118.85869461142647,-48.87,0.0,0.0,0.4674004035890321,0.326690693665766,0.21925014862544534,-1.5703924403491738,-128.2880419171397,-48.87,0.0,0.0,0.2061541866057318,3.7822277850583452,6.969556437410171,9.42934730571324,13,-0.24249937709396363,-1.4292869593945223,0.44772342957450295
5,0.6642629647692471,0.6642629647692471,0.6642629647692471,0.11659985561530208,0.11160983047804357,0.10721515529009602,-1.5703924403491738,-107.97964005365789,-48.87,0.0,0.0,0.49074631586703304,0.49074631586703304,0.49074631586703304,-1.5703924403491738,-115.95928010731578,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-123.93892016097367,-48.87,0.0,0.0,0.3981465309520814,2.938772798571957,6.834876827574461,7.979640053657883,9,-0.23231490817923905,-0.9020387402616228,0.06336975097799957
6,0.58922200807519,0.53247951712351,0.5295048370794764,0.8851520782055475,0.8635487398610694,0.3944621958289567,-1.5703924403491738,-109.67713395204102,-48.87,0.0,0.0,0.5602116212555109,0.1987174613037689,0.19672723015842852,-1.5703924403491738,-119.35426790408204,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-129.03140185612304,-48.87,0.0,0.0,0.28255871726094356,3.692629660059716,6.53564336344939,9.677133952041016,9,-0.24848145537633837,-1.422409144543595,-0.015266417930098086
7,0.9782979602515586,0.9780034839508872,0.9780034839508872,0.48218653536056705,0.48218653536056705,0.48218653536056705,-1.5703924403491738,-107.92859556125835,-48.87,0.0,0.0,0.7532959069261045,0.7532959069261045,0.7532959069261045,-1.5703924403491738,-115.8571911225167,-48.87,0.0,0.0,0.3914728058439769,0.267457995367712,0.6302697892359836,-1.5703924403491738,-123.78578668377504,-48.87,0.0,0.0,0.39395516112574,2.3651890625999523,6.193248571750601,7.9285955612583505,6,-0.23625914563542505,-1.124725342181776,0.3729324978493631
8,0.7505879957360997,0.23066048314634346,0.23066048314634346,0.14310241750326413,0.14310241750326413,0.14310241750326413,-1.5703924403491738,-109.4838061533704,-48.87,0.0,0.0,0.8721693214595245,0.8721693214595245,0.8721693214595245,-1.5703924403491738,-118.96761230674079,-48.87,0.0,0.0,0.6080154931012459,0.5546780539263644,0.5546780539263644,-1.5703924403491738,-128.45141846011117,-48.87,0.0,0.0,0.29952303535559177,3.1335063791125046,7.11067827269871,9.483806153370393,0,-0.2494576915101323,-0.48374957623273396,-0.03542323890832488
9,0.38194927983514426,0.38194927983514426,0.38194927983514426,0.7293442203595144,0.5927455012038996,0.39420097391638964,-1.5703924403491738,-107.88559286630704,-48.87,0.0,0.0,0.7467262806760692,0.742263255192724,0.7094673512650677,-1.5703924403491738,-115.77118573261407,-48.87,0.0,0.0,0.7162789871309765,0.687129863263532,0.651253733606308,-1.5703924403491738,-123.65677859892111,-48.87,0.0,0.0,0.3883084249728238,2.049177786797961,7.498694254122416,7.885592866307032,13,-0.21601104735719723,-1.4964524873659695,0.8212585492727573
