,c0_c1,c1_c2,c2_c3,p1,p2,p3,p4,v1
0,24.8436279296875,24.8436279296875,24.843612670898438,[-100.          -48.86999893],[-124.84362793  -48.86999893],[-149.68725586  -48.86999893],[-174.53086853  -48.86999893],0.0
1,24.8436279296875,24.8436279296875,24.843612670898438,[-100.          -48.86999893],[-124.84362793  -48.86999893],[-149.68725586  -48.86999893],[-174.53086853  -48.86999893],0.0
2,24.8436279296875,24.8436279296875,24.843612670898438,[-100.          -48.86999893],[-124.84362793  -48.86999893],[-149.68725586  -48.86999893],[-174.53086853  -48.86999893],0.0
3,24.8455810546875,24.843612670898438,24.843612670898438,[-99.99635315 -48.86999893],[-124.8419342   -48.86999893],[-149.68554688  -48.86999893],[-174.52915955  -48.86999893],0.09550646767510092
4,24.86553192141598,24.842224121452535,24.842712402438643,[-99.95761871 -48.86987686],[-124.82315063  -48.86991501],[-149.66537476  -48.87004852],[-174.50808716  -48.86997986],0.6344096147787697
5,24.94598388975327,24.84205627471398,24.843643188795497,[-99.87469482 -48.87005615],[-124.82067871  -48.86966705],[-149.66273499  -48.86978912],[-174.50637817  -48.86991501],0.9771261277643981
6,25.04222107003354,24.84515380874867,24.843307495496752,[-99.76821899 -48.86988831],[-124.81044006  -48.86970139],[-149.65559387  -48.86978912],[-174.49890137  -48.86992645],1.1549958715889934
7,25.143920898697935,24.85060882576821,24.844284057880763,[-99.63518524 -48.86982346],[-124.77910614  -48.86970901],[-149.62971497  -48.86977386],[-174.47399902  -48.86988831],1.4964319537163493
8,25.264022827222163,24.865898133209356,24.84548950246971,[-99.46208954 -48.86988068],[-124.72611237  -48.86994171],[-149.5920105  -48.8697319],[-174.4375      -48.86989212],1.8566167310947361
9,25.384864807136072,24.896804809675814,24.84672546416705,[-99.25876617 -48.86988068],[-124.64363098  -48.86989975],[-149.54043579  -48.86982727],[-174.38716125  -48.86994934],2.141087684251594
10,25.50188446050514,24.93368530281871,24.856796265140492,[-99.02732086 -48.86972046],[-124.52920532  -48.86977386],[-149.46289062  -48.86983871],[-174.31968689  -48.86999512],2.4428016868805393
11,25.61854553803431,24.985443115299898,24.867187500007315,[-98.76364136 -48.86936951],[-124.38218689  -48.86991501],[-149.36763     -48.86985779],[-174.2348175   -48.86987686],2.7707990968181186
12,25.72992709140475,25.060798645835074,24.875961303839926,[-98.46864319 -48.8689003 ],[-124.19857025  -48.87010956],[-149.2593689   -48.86990738],[-174.1353302   -48.86982727],3.0741923335910686
13,25.837661819309456,25.14498138646751,24.8951263438969,[-98.14409637 -48.86832809],[-123.98175812  -48.87031174],[-149.1267395   -48.86997986],[-174.02186584  -48.86974335],3.3736433217850994
14,25.944275055915757,25.234069828301912,24.927185061454548,[-97.78945923 -48.86771393],[-123.73373413  -48.8705368 ],[-148.96780396  -48.87008286],[-173.89498901  -48.8697052 ],3.6790065973712633
15,26.05202509869828,25.329086311064717,24.967712410086346,[-97.4056015  -48.86712646],[-123.45762634  -48.87078857],[-148.78671265  -48.87017822],[-173.75442505  -48.86955643],3.9638094489314057
16,26.156402975872947,25.430213939781975,25.01763917540783,[-96.99347687 -48.86654282],[-123.14987946  -48.87104797],[-148.58009338  -48.87028122],[-173.59773254  -48.86940765],4.250201561666419
17,26.2551274893293,25.538681046958292,25.077453639220003,[-96.55281067 -48.86600113],[-122.80793762  -48.87130737],[-148.34661865  -48.87038422],[-173.42407227  -48.86924362],4.532191860723149
18,26.34973214515464,25.652984642178478,25.14602665289039,[-96.08447266 -48.86549759],[-122.4342041   -48.87157059],[-148.08718872  -48.8704834 ],[-173.23321533  -48.86903763],4.806607682034843
19,26.440392408504298,25.77512362402368,25.21980292017535,[-95.58874512 -48.86505127],[-122.02913666  -48.87182617],[-147.80426025  -48.87062836],[-173.02406311  -48.86883545],5.08073741636747
20,26.520661424438032,25.900093110328477,25.302673429378608,[-95.07236481 -48.86467361],[-121.59302521  -48.87204361],[-147.49311829  -48.87076187],[-172.79579163  -48.86863327],5.162348555072909
