,c0_c1,c1_c2,c2_c3,p1,p2,p3,p4,v1
0,8.101509094238281,8.101509094238281,8.101509094238281,[-100.          -48.86999893],[-108.10150909  -48.86999893],[-116.20301819  -48.86999893],[-124.30452728  -48.86999893],0.0
1,8.101509094238281,8.101509094238281,8.101509094238281,[-100.          -48.86999893],[-108.10150909  -48.86999893],[-116.20301819  -48.86999893],[-124.30452728  -48.86999893],0.0
2,8.101509094238281,8.101509094238281,8.101509094238281,[-100.          -48.86999893],[-108.10150909  -48.86999893],[-116.20301819  -48.86999893],[-124.30452728  -48.86999893],0.0
3,8.103462219238281,8.10150146484375,8.101509094238281,[-99.99635315 -48.86999893],[-108.09981537  -48.86999893],[-116.20131683  -48.86999893],[-124.30282593  -48.86999893],0.09550646767510092
4,8.123558044490917,8.100189209419126,8.10148620749165,[-99.95761871 -48.86987686],[-108.08117676  -48.86984634],[-116.18136597  -48.86993027],[-124.28285217  -48.87008286],0.6344096147787697
5,8.204109191898079,8.100975038205444,8.10065460265796,[-99.87469482 -48.87005615],[-108.07880402  -48.87004852],[-116.17977905  -48.86988831],[-124.28043365  -48.86978912],0.9771261277643981
6,8.299568177602941,8.104576112205335,8.100944519518096,[-99.76821899 -48.86988831],[-108.06778717  -48.87003708],[-116.17236328  -48.86988831],[-124.2733078   -48.86980057],1.1549958715889934
7,8.401306156467017,8.109336853351245,8.101943972345278,[-99.63518524 -48.86982346],[-108.03649139  -48.87008667],[-116.14582825  -48.87001419],[-124.24777222  -48.8698082 ],1.4964319537163493
8,8.517433167324834,8.127029420678573,8.103096018774156,[-99.46208954 -48.86988068],[-107.97952271  -48.86999893],[-116.10655212  -48.87016678],[-124.20964813  -48.86975479],1.8566167310947361
9,8.637458801371459,8.158714295404765,8.104141238692304,[-99.25876617 -48.86988068],[-107.89622498  -48.86983871],[-116.05493927  -48.8699646 ],[-124.15908051  -48.8697319 ],2.141087684251594
10,8.755966186536734,8.197669986545618,8.109207153522194,[-99.02732086 -48.86972046],[-107.78328705  -48.8697052 ],[-115.98095703  -48.86994934],[-124.09016418  -48.86989212],2.4428016868805393
11,8.873153698135413,8.250846862849407,8.11711883567869,[-98.76364136 -48.86936951],[-107.63679504  -48.86982346],[-115.88764191  -48.86979294],[-124.00476074  -48.86985397],2.7707990968181186
12,8.987342891755178,8.31848144626502,8.131828308806954,[-98.46864319 -48.8689003 ],[-107.45598602  -48.86991501],[-115.77446747  -48.86978912],[-123.90629578  -48.86989594],3.0741923335910686
13,9.098167575669471,8.398605351683605,8.14896393408077,[-98.14409637 -48.86832809],[-107.24226379  -48.87001419],[-115.64086914  -48.86972427],[-123.78983307  -48.87003326],3.3736433217850994
14,9.207649544590561,8.485420233996255,8.174789434695622,[-97.78945923 -48.86771393],[-106.99710846  -48.87011719],[-115.48252869  -48.86977386],[-123.65731812  -48.87008667],3.6790065973712633
15,9.31728414399182,8.577270516987536,8.209487920998452,[-97.4056015  -48.86712646],[-106.72288513  -48.87022018],[-115.30015564  -48.86982346],[-123.50964355  -48.87013626],3.9638094489314057
16,9.422058862327356,8.678512584718876,8.250900274484167,[-96.99347687 -48.86654282],[-106.41553497  -48.87031937],[-115.09404755  -48.86987305],[-123.34494781  -48.87018585],4.250201561666419
17,9.521798229782092,8.787788408044282,8.300796514682899,[-96.55281067 -48.86600113],[-106.07460785  -48.87047195],[-114.86239624  -48.86992645],[-123.16319275  -48.87023926],4.532191860723149
18,9.617585574796855,8.902572649980527,8.359642033196115,[-96.08447266 -48.86549759],[-105.70205688  -48.8705864 ],[-114.60462952  -48.87001801],[-122.96427155  -48.87028885],4.806607682034843
19,9.708718987732265,9.02549745539474,8.424179080362263,[-95.58890533 -48.86504745],[-105.29762268  -48.87069321],[-114.32312012  -48.87010956],[-122.74729919  -48.87034225],5.076738221272878
20,9.78911782760839,9.150550861142667,8.49929809751456,[-95.07299805 -48.86466599],[-104.86211395  -48.87080002],[-114.01266479  -48.87021255],[-122.51196289  -48.87038803],5.157910633946838
21,9.839807780427055,9.274543782542274,8.585433961754198,[-94.55756378 -48.86436081],[-104.39736938  -48.87090683],[-113.67191315  -48.87029266],[-122.25734711  -48.87046814],5.2122453807630915
