,c0_c1,c1_c2,c2_c3,p1,p2,p3,p4,v1,v2,v3,v4
0,9.411651611328125,9.411636352539062,9.411666870117188,[-100.          -48.86999893],[-109.41165161  -48.86999893],[-118.82328796  -48.86999893],[-128.23495483  -48.86999893],0.0,0.0,0.0,0.0
1,9.411651611328125,9.411636352539062,9.411666870117188,[-100.          -48.86999893],[-109.41165161  -48.86999893],[-118.82328796  -48.86999893],[-128.23495483  -48.86999893],0.0,0.0,0.0,0.0
2,9.411651611328125,9.411636352539062,9.411666870117188,[-100.          -48.86999893],[-109.41165161  -48.86999893],[-118.82328796  -48.86999893],[-128.23495483  -48.86999893],0.0,0.0,0.0,0.0
3,9.413597106933594,9.411636352539062,9.411659240722656,[-99.99635315 -48.86999893],[-109.40995026  -48.86999893],[-118.82158661  -48.86999893],[-128.23324585  -48.86999893],0.09550646767510092,0.04772359120278784,0.04772401215684566,0.04772464169747301
4,9.432640076056932,9.411262512358562,9.410560607910929,[-99.95761871 -48.86987686],[-109.39025879  -48.86996078],[-118.8015213   -48.86990738],[-128.21208191  -48.86991119],0.6344096147787697,0.3671525553915442,0.3153615466554054,0.3875755349973868
5,9.513740539746566,9.408828735352335,9.412315370662983,[-99.87469482 -48.87005615],[-109.38843536  -48.86999512],[-118.7972641   -48.86999893],[-128.20957947  -48.87019348],0.9771261277643981,2.874419089278045e-05,3.734633534339491e-05,3.319301910065639e-05
6,9.60974884084386,9.408523559577272,9.417732240779014,[-99.76821899 -48.86988831],[-109.37796783  -48.86998749],[-118.78649139  -48.86999893],[-128.20422363  -48.87019348],1.1549958715889934,0.20849444664695393,0.19915272086091856,0.09049717415934759
7,9.711021424107074,9.410194397146626,9.422126770810285,[-99.63518524 -48.86982346],[-109.34620667  -48.86994553],[-118.75640106  -48.87000275],[-128.17852783  -48.87012482],1.4964319537163493,0.44463443427191496,0.3651662613177813,0.32125245059294555
8,9.83311462423728,9.421699524334304,9.423171997379166,[-99.46208954 -48.86988068],[-109.29520416  -48.86994553],[-118.71690369  -48.87003326],[-128.14007568  -48.87010956],1.8566167310947361,0.6293283119271609,0.4634496818788007,0.4648354121894608
9,9.955970764219352,9.446754456087067,9.429634094389517,[-99.25876617 -48.86988068],[-109.21473694  -48.86984634],[-118.66149139  -48.86994553],[-128.09112549  -48.86999893],2.141087684251594,0.9530916042246869,0.6468217423334102,0.5605679202738899
10,10.070907592915042,9.488601684941449,9.438377381730945,[-99.02732086 -48.86972046],[-109.09822845  -48.86977386],[-118.58683014  -48.86985779],[-128.02520752  -48.87001801],2.4428016868805393,1.3531473944374601,0.8405242039621345,0.7441502813967037
