,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object1.heading,point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object1.velocity[0],point.objects.object1.velocity[1],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object2.heading,point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object2.velocity[0],point.objects.object2.velocity[1],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.objects.object3.heading,point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.velocity[0],point.objects.object3.velocity[1],point.params.inter_vehicle_distance,point.params.random_t1,point.params.random_t2,point.params.random_t3,point.params.random_t4,point.params.random_thr_br1,point.params.random_thr_br2,point.params.weather,rho
0,0.9781641472423811,0.977010781667489,0.977010781667489,0.7990563479325635,0.7927516373698326,0.771493841283775,-1.5703924403491738,-110.43739017831768,-48.87,0.0,0.0,0.1089259021992562,0.10153777981355191,0.10006968008526566,-1.5703924403491738,-120.87478035663537,-48.87,0.0,0.0,0.33347881609706814,0.33347881609706814,0.33347881609706814,-1.5703924403491738,-131.31217053495305,-48.87,0.0,0.0,10.43739017831769,11.740685500193967,27.21971873342306,38.326217478441045,42.80742346903436,0.6868836025767309,0.1771282026335272,2,-0.2547607333310591
1,1.0,1.0,1.0,0.4342147258744,0.4342147258744,0.4342147258744,-1.5703924403491738,-108.78098832662481,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-117.56197665324962,-48.87,0.0,0.0,0.7491486659911568,0.7466137138293387,0.7466137138293387,-1.5703924403491738,-126.34296497987442,-48.87,0.0,0.0,8.780988326624803,15.192358751911009,25.745127232635642,36.96009362800205,48.98088067154997,0.1915194114796499,0.6506330657308397,3,-0.23769377254068313
2,0.0,0.0,0.0,0.22127616887834717,0.21299781645468702,0.21299781645468702,-1.5703924403491738,-109.08494340842797,-48.87,0.0,0.0,0.7288971165232894,0.7147867645811208,0.7108017326570613,-1.5703924403491738,-118.16988681685595,-48.87,0.0,0.0,0.27053086070812726,0.5518920237007786,0.5262694496933464,-1.5703924403491738,-127.25483022528392,-48.87,0.0,0.0,9.084943408427975,18.681248122147526,23.604657056357038,35.30665611394698,46.73663405946381,0.48228484312748404,0.21337325384584416,10,-0.05496215782645564
3,0.14191566867657282,0.13281397565247935,0.1192782961459897,1.0,1.0,1.0,-1.5703924403491738,-108.54773387356774,-48.87,0.0,0.0,0.32079005780936637,0.26149490503827744,0.22580891580790924,-1.5703924403491738,-117.09546774713547,-48.87,0.0,0.0,0.6841764188372699,0.6841764188372699,0.6841764188372699,-1.5703924403491738,-125.64320162070321,-48.87,0.0,0.0,8.547733873567735,19.536697253453987,25.120054899010626,39.605488543427384,47.35996697521054,0.906728230459921,0.22348538767623438,0,-0.2532262898570119
4,0.34460446896239016,0.34460446896239016,0.34460446896239016,0.896044457685996,0.6333034254390872,0.49071569455352604,-1.5703924403491738,-110.52328132273377,-48.87,0.0,0.0,0.45104450312972527,0.45104450312972527,0.45104450312972527,-1.5703924403491738,-121.04656264546753,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-131.5698439682013,-48.87,0.0,0.0,10.523281322733771,14.137336288374772,26.441856820526297,38.566682351142134,42.49506561996785,0.3342627088959646,0.05056705767013758,10,-0.0022583007099132857
5,0.19446221754128748,0.1871211389162824,0.17487756068911056,0.3158294665569551,0.7093611838827768,0.500400423716166,-1.5703924403491738,-107.88071705642406,-48.87,0.0,0.0,0.8424316172130173,0.6954071851262595,0.6322474095635069,-1.5703924403491738,-115.76143411284812,-48.87,0.0,0.0,0.7427875439730018,0.738131915960413,0.7282730794793493,-1.5703924403491738,-123.64215116927218,-48.87,0.0,0.0,7.880717056424067,18.4984826685712,27.444091489789802,36.17394247429169,41.786209545078115,0.5538778807980684,0.2333249875433839,1,-0.161804200323858
6,0.17768399494864134,0.17768399494864134,0.17768399494864134,0.9184617334297311,0.9166347951110474,0.9166347951110474,-1.5703924403491738,-108.87359407653443,-48.87,0.0,0.0,0.1620406273376168,0.1620406273376168,0.1620406273376168,-1.5703924403491738,-117.74718815306886,-48.87,0.0,0.0,0.669855950012774,0.669855950012774,0.669855950012774,-1.5703924403491738,-126.6207822296033,-48.87,0.0,0.0,8.87359407653443,16.29518941972457,26.676567321393645,33.772699676634076,42.14866274464893,0.44348764564413196,0.1457840515903562,1,-0.24133300751281794
7,0.6439296476183498,0.4806661700960778,0.3259213843427299,0.2656782030374104,0.18131035139865093,0.18131035139865093,-1.5703924403491738,-109.23283227797677,-48.87,0.0,0.0,0.9105194287894224,0.8848247087850546,0.8848247087850546,-1.5703924403491738,-118.46566455595354,-48.87,0.0,0.0,0.9992131594831664,0.9992131594831664,0.9992131594831664,-1.5703924403491738,-127.6984968339303,-48.87,0.0,0.0,9.232832277976772,12.902077428099084,22.733985732681134,37.73974217362041,49.15806150701148,0.39459695463158373,0.1719014771312845,4,-0.227508542603017
8,0.8624638304927136,0.8344951352361696,0.8220571113287757,1.0,1.0,1.0,-1.5703924403491738,-110.75032400667058,-48.87,0.0,0.0,0.10454781835802443,0.09396389652574463,0.09373539426880029,-1.5703924403491738,-121.50064801334116,-48.87,0.0,0.0,0.3481275719672634,0.5924587909691852,0.35276875046993833,-1.5703924403491738,-132.25097202001174,-48.87,0.0,0.0,10.750324006670585,18.279143603867173,22.90638628492973,37.32656523205363,44.436336385361685,0.028705255490923908,0.8040235743628825,7,-0.23387145988613423
9,0.545305495321436,0.4546953907896976,0.4041094346271662,0.24545857510295008,0.18775221769226516,0.18775221769226516,-1.5703924403491738,-107.16874793890597,-48.87,0.0,0.0,0.8028886762645656,0.8047632254736519,0.5460612987893978,-1.5703924403491738,-114.33749587781193,-48.87,0.0,0.0,0.11490709729935064,0.11490709729935064,0.11490709729935064,-1.5703924403491738,-121.5062438167179,-48.87,0.0,0.0,7.168747938905963,13.91985018001009,23.159298121025078,36.05457972994823,46.99312444294713,0.5032861488010482,0.3147194310553011,12,-0.158660888910239
