,c0_c1,c1_c2,c2_c3,p1,p2,p3,p4,v1
0,12.491004943847656,12.491004943847656,12.490997314453125,[-100.          -48.86999893],[-112.49100494  -48.86999893],[-124.98200989  -48.86999893],[-137.4730072   -48.86999893],0.0
1,12.491004943847656,12.491004943847656,12.490997314453125,[-100.          -48.86999893],[-112.49100494  -48.86999893],[-124.98200989  -48.86999893],[-137.4730072   -48.86999893],0.0
2,12.491004943847656,12.491004943847656,12.490997314453125,[-100.          -48.86999893],[-112.49100494  -48.86999893],[-124.98200989  -48.86999893],[-137.4730072   -48.86999893],0.0
3,12.492950439453125,12.491004943847656,12.490989685058594,[-99.99635315 -48.86999893],[-112.48930359  -48.86999893],[-124.98030853  -48.86999893],[-137.47129822  -48.86999893],0.09550646767510092
4,12.51170349121617,12.491317749696785,12.49076080326984,[-99.95761871 -48.86987686],[-112.4693222   -48.86988831],[-124.96063995  -48.87001801],[-137.45140076  -48.86998367],0.6344096147787697
5,12.593055727247558,12.490234375596513,12.491188062422369,[-99.87469482 -48.87005615],[-112.46775055  -48.86982346],[-124.95798492  -48.86970139],[-137.44917297  -48.87027359],0.9771261277643981
6,12.691566467537978,12.488746643523166,12.49234010134717,[-99.76821899 -48.86988831],[-112.45978546  -48.8698082 ],[-124.9485321   -48.86970139],[-137.44087219  -48.87028122],1.1549958715889934
7,12.795753479824997,12.490417480506032,12.490921027176851,[-99.63518524 -48.86982346],[-112.43093872  -48.8696785 ],[-124.9213562   -48.86970901],[-137.41227722  -48.87011719],1.4964319537163493
8,12.917671203795777,12.502334597110304,12.492065435511963,[-99.46208954 -48.86988068],[-112.37976074  -48.86994934],[-124.88209534  -48.8697052 ],[-137.37416077  -48.87008667],1.8566167310947361
9,13.041084289927939,12.526268007603903,12.498085024210502,[-99.25876617 -48.86988068],[-112.29985046  -48.86997986],[-124.82611847  -48.86974335],[-137.32420349  -48.86997986],2.141087684251594
10,13.15906525076711,12.562118535723114,12.509017950506736,[-99.02732086 -48.86972046],[-112.18638611  -48.87005234],[-124.74850464  -48.86968231],[-137.25752258  -48.87007523],2.4428016868805393
11,13.275749216980296,12.61728668340276,12.518081670621251,[-98.76364136 -48.86936951],[-112.03939056  -48.86989594],[-124.65667725  -48.86971664],[-137.17475891  -48.87009048],2.7707990968181186
12,13.39126589333049,12.686477662509835,12.529022218307349,[-98.46864319 -48.8689003 ],[-111.85990906  -48.8697052 ],[-124.54638672  -48.86989212],[-137.07540894  -48.87008667],3.0741923335910686
13,13.502845815609733,12.76519013750793,12.55113983299223,[-98.14409637 -48.86832809],[-111.64694214  -48.86950684],[-124.41213226  -48.87008286],[-136.96327209  -48.86989212],3.3736433217850994
14,13.611892792698843,12.852050811198385,12.582672129523722,[-97.78945923 -48.86771393],[-111.40135193  -48.86930084],[-124.25340271  -48.87017822],[-136.83607483  -48.86966705],3.6790065973712633
15,13.721672192264247,12.946609556066525,12.618515041302219,[-97.4056015  -48.86712646],[-111.12727356  -48.86904526],[-124.07388306  -48.87028122],[-136.69239807  -48.86946106],3.9638094489314057
16,13.826355163031868,13.049759008551042,12.663429313702775,[-96.99347687 -48.86654282],[-110.81983185  -48.86878967],[-123.86959076  -48.87038422],[-136.53302002  -48.86922073],4.250201561666419
