,c0_c1,c1_c2,c2_c3,p1,p2,p3,p4,v1
0,8.542182922363281,8.542182922363281,8.542182922363281,[-100.          -48.86999893],[-108.54218292  -48.86999893],[-117.08436584  -48.86999893],[-125.62654877  -48.86999893],0.0
1,8.542182922363281,8.542182922363281,8.542182922363281,[-100.          -48.86999893],[-108.54218292  -48.86999893],[-117.08436584  -48.86999893],[-125.62654877  -48.86999893],0.0
2,8.542182922363281,8.542182922363281,8.542182922363281,[-100.          -48.86999893],[-108.54218292  -48.86999893],[-117.08436584  -48.86999893],[-125.62654877  -48.86999893],0.0
3,8.544136047363281,8.54217529296875,8.542182922363281,[-99.99635315 -48.86999893],[-108.5404892   -48.86999893],[-117.08266449  -48.86999893],[-125.62484741  -48.86999893],0.09550646767510092
4,8.564231872612966,8.540863037521694,8.542236328247654,[-99.95761871 -48.86987686],[-108.52185059  -48.86984634],[-117.06271362  -48.86993027],[-125.60494995  -48.86997604],0.6344096147787697
5,8.586006168242145,8.600425720624308,8.542228698853123,[-99.87469482 -48.87005615],[-108.46070099  -48.86980438],[-117.06112671  -48.86988831],[-125.60335541  -48.86993408],0.9771261277643981
6,8.596611023710956,8.688880921163804,8.549644470337391,[-99.76821899 -48.86988831],[-108.36483002  -48.86977386],[-117.05371094  -48.86988831],[-125.60335541  -48.86993408],1.1549958715889934
7,8.618125917313803,8.773658758154424,8.57315063481994,[-99.63518524 -48.86982346],[-108.25331116  -48.86964798],[-117.02696991  -48.8699646 ],[-125.60012054  -48.86993408],1.4964319537163493
8,8.666275029653828,8.852638249758366,8.607620239502102,[-99.46208954 -48.86988068],[-108.12836456  -48.86957932],[-116.98100281  -48.86988068],[-125.58862305  -48.86994553],1.8566167310947361
9,8.723617561397567,8.925582890086282,8.650817871850714,[-99.25876617 -48.86988068],[-107.98238373  -48.86951447],[-116.90796661  -48.86979294],[-125.55878448  -48.86990738],2.141087684251594
10,8.785758972864446,8.996681215565733,8.701362611338313,[-99.02732086 -48.86972046],[-107.81307983  -48.86960983],[-116.80976105  -48.8698082 ],[-125.51112366  -48.86996841],2.4428016868805393
11,8.862869269052736,9.060417175305817,8.75441742339055,[-98.76364136 -48.86936951],[-107.62651062  -48.8697052 ],[-116.6869278   -48.86968994],[-125.44134521  -48.86995316],2.7707990968181186
12,8.950859115868887,9.119873047163011,8.80937957853616,[-98.46864319 -48.8689003 ],[-107.41950226  -48.8698082 ],[-116.53937531  -48.86973572],[-125.34875488  -48.8698616 ],3.0741923335910686
13,9.045196671074095,9.177757263995403,8.867462158255638,[-98.14409637 -48.86832809],[-107.18929291  -48.86990738],[-116.36705017  -48.86978531],[-125.23451233  -48.86975479],3.3736433217850994
14,9.147453596364508,9.234191896271803,8.923065185559922,[-97.78945923 -48.86771393],[-106.93691254  -48.87001038],[-116.17110443  -48.86983109],[-125.09416962  -48.86984634],3.6790065973712633
15,9.2576375033192,9.288650515422038,8.97795105044006,[-97.4056015  -48.86712646],[-106.66323853  -48.87010574],[-115.95188904  -48.86988068],[-124.92984009  -48.86998749],3.9638094489314057
16,9.374161483412331,9.342041019441318,9.034019472740564,[-96.99347687 -48.86654282],[-106.36763763  -48.87020874],[-115.70967865  -48.86994171],[-124.74369812  -48.87015533],4.250201561666419
17,9.492646242394827,9.399978642284594,9.089622503757424,[-96.55281067 -48.86600113],[-106.04545593  -48.87031174],[-115.44543457  -48.87001801],[-124.53505707  -48.8703537 ],4.532191860723149
18,9.611939746021521,9.46507263792494,9.142944347397023,[-96.08447266 -48.86549759],[-105.69641113  -48.87043762],[-115.16148376  -48.87009811],[-124.3044281   -48.87055588],4.806607682034843
19,9.731645227104805,9.533126837514656,9.199424761211434,[-95.58874512 -48.86505127],[-105.32038879  -48.87054443],[-114.85351562  -48.87019348],[-124.05294037  -48.87076187],5.08073741636747
20,9.843950176867551,9.604721077372677,9.26035311526985,[-95.07236481 -48.86467361],[-104.91631317  -48.87064743],[-114.52103424  -48.87025452],[-123.78138733  -48.87096024],5.162348555072909
21,9.92874351108961,9.67969513784032,9.326843297444638,[-94.55651093 -48.86436462],[-104.48525238  -48.87075424],[-114.16494751  -48.87034988],[-123.49179077  -48.87116623],5.215997136552218
22,10.008646366105086,9.753784190251075,9.396514942141902,[-94.02152252 -48.86413574],[-104.03016663  -48.87086487],[-113.78395081  -48.87041092],[-123.1804657   -48.87137604],5.508047725290404
23,10.099474466461306,9.826736463490377,9.468055791521502,[-93.45198059 -48.86398315],[-103.55145264  -48.87097549],[-113.37818909  -48.87046432],[-122.84624481  -48.87158585],5.847900410837453
24,10.192110653339471,9.902130141149946,9.541359032823205,[-92.85422516 -48.86391449],[-103.04633331  -48.87105179],[-112.94846344  -48.87052155],[-122.48982239  -48.87179565],6.095802317439978
25,10.298342343522462,9.96207429451225,9.616493332064485,[-92.2337265  -48.86394119],[-102.53206635  -48.87111664],[-112.49414062  -48.87057495],[-122.11063385  -48.87200928],6.309961958365462
26,10.425371692782985,9.999389663317015,9.691932801968846,[-91.5914917  -48.86405563],[-102.01686096  -48.87117386],[-112.01625061  -48.87062836],[-121.70818329  -48.87217712],6.546490044196139
27,10.554659298594471,10.042030349496935,9.764129780326122,[-90.92198181 -48.86424255],[-101.47663879  -48.87123489],[-111.51866913  -48.87068558],[-121.28279877  -48.87234879],6.838083356985988
28,10.673006278904756,10.111984265657597,9.82662979466697,[-90.2232132  -48.86450958],[-100.89621735  -48.87125015],[-111.0082016  -48.8707428],[-120.83483124  -48.87249374],7.122815499209457
29,10.78499031422344,10.218376171334137,9.865204030194453,[-89.49700165 -48.86483765],[-100.28199005  -48.87125778],[-110.50036621  -48.8707695 ],[-120.36557007  -48.87261581],7.394062655894286
30,10.893037558243028,10.335098277601636,9.906433292776438,[-88.74323273 -48.86522675],[-99.63626862 -48.87125778],[-109.97136688  -48.87078094],[-119.87779999  -48.87270737],7.673950553170982
31,10.99284503300365,10.448005685319904,9.96936818135121,[-87.96126556 -48.86566162],[-98.95410919 -48.87121964],[-109.40211487  -48.87078476],[-119.37148285  -48.87278366],7.953910368658415
32,11.08326835923586,10.564613349591683,10.062591755844723,[-87.15195465 -48.86613846],[-98.23522186 -48.87118149],[-108.79983521  -48.87078857],[-118.86242676  -48.87281036],8.221000266248172
33,11.165680835905267,10.686698918152203,10.182563983973264,[-86.31651306 -48.86661911],[-97.48219299 -48.87111282],[-108.16889191  -48.87080002],[-118.35145569  -48.87282944],8.479142679589735
34,11.239220344346206,10.80739593781618,10.312149247545205,[-85.45544434 -48.86711502],[-96.694664   -48.87102127],[-107.50205994  -48.87077713],[-117.81420898  -48.87280655],8.73233645085368
35,11.302910341675156,10.923866273637808,10.443939404678398,[-84.56945038 -48.86759567],[-95.87236023 -48.8709259 ],[-106.7962265   -48.87073517],[-117.24016571  -48.87275696],8.97762130416775
36,11.35721622274803,11.037796021410237,10.580223270164483,[-83.65939331 -48.86804962],[-95.01660919 -48.87083435],[-106.05440521  -48.87069321],[-116.6346283   -48.87268066],9.214395559486507
37,11.402412639697852,11.147148132669507,10.719764879837648,[-82.72600555 -48.86846924],[-94.12841797 -48.87073517],[-105.2755661   -48.87064743],[-115.99533081  -48.87255859],9.444293822139535
38,11.438186784831412,11.249473571855605,10.858780060322943,[-81.77000427 -48.86885452],[-93.20819092 -48.8706398 ],[-104.45766449  -48.87059784],[-115.3164444   -48.87242126],9.667216922669368
39,11.464904864236697,11.344612121592293,10.996490606613348,[-80.79207611 -48.86919403],[-92.2569809  -48.87054062],[-103.60159302  -48.87055588],[-114.5980835   -48.87223434],9.882709960046434
40,11.482948342508442,11.43204498296171,11.132652394733974,[-79.79297638 -48.86949158],[-91.27592468 -48.87044144],[-102.70796967  -48.87047577],[-113.84062195  -48.87205505],10.091215461624168
41,11.492614761303942,11.5103988649509,11.265441981996908,[-78.77336121 -48.86975098],[-90.26597595 -48.87034225],[-101.77637482  -48.87041092],[-113.04181671  -48.87181473],10.293022456590988
42,11.494277956534841,11.579200745194434,11.393249577113444,[-77.73389435 -48.87000275],[-89.2281723  -48.87023926],[-100.80737305  -48.8703537 ],[-112.20062256  -48.8715744 ],10.488090766990911
