,c0_c1,c1_c2,c2_c3,p1,p2,p3,p4,v1,v2,v3,v4
268,8.407761167062702,9.194687238539116,10.259414979908813,[226.18226624 -48.87209702],[217.77450562 -48.8751297 ],[208.57981873 -48.87259674],[198.32040405 -48.87008667],14.494184495972453,15.032448782540833,15.853551870872339,16.347501756530434
269,8.35424857946902,9.1106265728129,10.201935121366128,[227.63409424 -48.87209702],[219.27984619 -48.87508011],[210.16921997 -48.87254715],[199.96728516 -48.87004471],14.537767411338622,15.06955625053969,15.925460820105535,16.564405443375122
270,8.301559976023377,9.023544668102868,10.130661309536137,[229.0901947  -48.87207413],[220.78863525 -48.87503433],[211.76509094 -48.87249756],[201.63442993 -48.87003708],14.579446794882651,15.102492347257783,15.984419825742405,16.755735397883143
271,8.249847937737785,8.934280753486878,10.046890549885582,[230.550354   -48.87203979],[222.30050659 -48.87498474],[213.3662262 -48.8724556],[203.31933594 -48.87003708],14.619310381033078,15.131655709349616,16.031610490497723,16.921812057896513
272,8.199280296364662,8.843704571235124,9.951935109254892,[232.0144043  -48.87203979],[223.81512451 -48.87493515],[214.97142029 -48.8724556 ],[205.01948547 -48.87003326],14.657429696549826,15.157428758894634,16.067909241495357,17.063261032354237
273,8.150009649445195,8.75241121548353,9.847244560631252,[233.48214722 -48.87200928],[225.33213806 -48.87484741],[216.57972717 -48.8724556 ],[206.73248291 -48.87003326],14.693891528049996,15.180155772946124,16.09412193458718,17.180971145708327
274,8.10217334465121,8.661194172663585,9.734161668932146,[234.95347595 -48.8719635 ],[226.8513031  -48.87479019],[218.19010925 -48.87241745],[208.45594788 -48.87003326],14.72876644348421,15.200171484650836,16.11124611177739,17.275917053249284
275,8.055893423009255,8.570480675127035,9.614074990487152,[236.42819214 -48.8719635 ],[228.37229919 -48.8747406 ],[219.80181885 -48.87236786],[210.18774414 -48.87003326],14.76212120163848,15.217782034614059,16.120210649747957,17.349189758303908
276,8.011246197052337,8.48104890635952,9.488159463162884,[237.90618896 -48.87194824],[229.89494324 -48.87469101],[221.41389465 -48.8723526 ],[211.92573547 -48.87003326],14.794025423391,15.23326970551644,16.121820451156065,17.40206336975237
277,7.968277449584177,8.393127758711373,9.357956215328887,[239.38728333 -48.87189865],[231.41900635 -48.87464142],[223.02587891 -48.87233353],[213.66792297 -48.87003326],14.824543955315734,15.246896757702972,16.116956712834224,17.43585586549406
278,7.927002411921409,8.307281814724721,9.224380767736518,[240.87136841 -48.87189484],[232.94436646 -48.87459183],[224.63708496 -48.87228394],[215.41270447 -48.87003326],14.853739739424311,15.258907332106528,16.10792351014817,17.456363678023568
279,7.887436358664116,8.223709421779512,9.088440216319736,[242.35827637 -48.87189484],[234.47084045 -48.87454605],[226.24713135 -48.87226868],[217.15869141 -48.87003326],14.88166618535677,15.269514098010621,16.09334564328303,17.458978653044493
280,7.849640339014276,8.142898864315477,8.951721470518462,[243.84793091 -48.87184906],[235.99829102 -48.87449646],[227.85539246 -48.87226868],[218.90367126 -48.87003326],14.908378604015777,15.278901115069877,16.072704316921858,17.440998077546823
281,7.813507518298302,8.065277407287452,8.81520107666275,[245.34016418 -48.87182999],[237.5266571  -48.87444687],[229.46138    -48.87221909],[220.6461792  -48.87003326],14.933936120523214,15.287264838973167,16.04932976075747,17.411628723382794
282,7.779114193164611,7.990890809232482,8.679687766651648,[246.83491516 -48.87182999],[239.05580139 -48.87439728],[231.06491089 -48.87218475],[222.38522339 -48.87003326],14.958382608231624,15.29476262665016,16.02362060705898,17.371887207376293
283,7.746414606207629,7.919937429137404,8.546051296211964,[248.33204651 -48.87179184],[240.58563232 -48.87434769],[232.66569519 -48.87218475],[224.11964417 -48.87003326],14.981763842587164,15.301513687236143,15.995052338970504,17.31981468248218
284,7.71531719075803,7.852615651181889,8.41520717550431,[249.83146667 -48.87176132],[242.1161499  -48.87430191],[234.26353455 -48.87215042],[225.84832764 -48.87003326],15.004131318826477,15.307652488792451,15.964859011346315,17.25864028993638
285,7.685837195661145,7.788894947315381,8.287842058593236,[251.33305359 -48.87176132],[243.6472168  -48.87425232],[235.85832214 -48.87211227],[227.57048035 -48.87002945],15.025530816429994,15.31330205591548,15.933809282184226,17.190589905595086
286,7.657852568129523,7.728912636220233,8.164490011766121,[252.8367157  -48.87174225],[245.17886353 -48.87420273],[237.44995117 -48.87211227],[229.28546143 -48.87002945],15.04599857561172,15.318543449711475,15.901870728731446,17.115600587106176
287,7.63148538199523,7.672622958213813,8.045746113310123,[254.34246826 -48.87169266],[246.71098328 -48.87415314],[239.0383606  -48.87208939],[230.99261475 -48.87002945],15.06556987976532,15.32345391850678,15.869540216935947,17.035034181116874
288,7.60643043578137,7.620056431808162,7.932052867061495,[255.85003662 -48.87169266],[248.24360657 -48.87410355],[240.62355042 -48.87203979],[232.6914978  -48.87002945],15.084294319920303,15.328118339192807,15.837378504148466,16.950622560346723
289,7.58280981708675,7.571136746599002,7.823761230117347,[257.35946655 -48.87169266],[249.7766571  -48.87405777],[242.20552063 -48.87202835],[234.38175964 -48.87007523],15.102199556092687,15.332582488120893,15.805563927735523,16.86310196133078
290,7.560486203834777,7.525802872723315,7.721206910140201,[258.87063599 -48.87166214],[251.31015015 -48.87400818],[243.78434753 -48.87202835],[236.06314087 -48.87008286],15.119318964537113,15.336898817959874,15.774329187105904,16.77332687424665
291,7.539383290145731,7.483963271551127,7.624649285465213,[260.38345337 -48.87164307],[252.84407043 -48.87395859],[245.36010742 -48.8719902 ],[237.73545837 -48.87008667],15.135690690796686,15.341118825980319,15.744009974320466,16.68244552647318
292,7.519455297465034,7.445572155586271,7.534179919370949,[261.89788818 -48.87164307],[254.37843323 -48.873909  ],[246.93286133 -48.87195587],[239.39868164 -48.87008667],15.151345254846836,15.345263493712068,15.714782716575083,16.59128189102303
293,7.500671727832636,7.410370117531391,7.449997182733209,[263.41384888 -48.87159729],[255.91317749 -48.87385941],[248.50280762 -48.87195587],[241.05281067 -48.87008667],15.166308406037198,15.349352848190515,15.68677806985771,16.500505447455065
294,7.482941010008611,7.378341915454367,7.372101060324684,[264.93127441 -48.87157059],[257.44833374 -48.87381363],[250.06999207 -48.87192917],[242.69789124 -48.87008667],15.180613519154647,15.353416453339646,15.660153391473836,16.41086578371573
